file_id,transcription,duration
44-207-0017,THAT THOUGH CATHERINE'S SUPPORTING OPINION WAS NOT UNFREQUENTLY CALLED FOR BY ONE OR THE OTHER SHE WAS NEVER ABLE TO GIVE ANY,7.46
44-207-0018,AT LENGTH HOWEVER SHE WAS EMPOWERED TO DISENGAGE HERSELF FROM HER FRIEND BY THE AVOWED NECESSITY OF SPEAKING TO MISS TILNEY WHOM SHE MOST JOYFULLY SAW JUST ENTERING THE ROOM WITH MISSUS HUGHES,12.635
44-207-0019,AND WHOM SHE INSTANTLY JOINED WITH A FIRMER DETERMINATION TO BE ACQUAINTED THAN SHE MIGHT HAVE HAD COURAGE TO COMMAND HAD SHE NOT BEEN URGED BY THE DISAPPOINTMENT OF THE DAY BEFORE MISS TILNEY MET HER WITH GREAT CIVILITY,14.53
44-207-0020,RETURNED HER ADVANCES WITH EQUAL GOODWILL AND THEY CONTINUED TALKING TOGETHER AS LONG AS BOTH PARTIES REMAINED IN THE ROOM AND THOUGH IN ALL PROBABILITY NOT AN OBSERVATION WAS MADE,11.95
44-207-0021,NOR AN EXPRESSION USED BY EITHER WHICH HAD NOT BEEN MADE AND USED SOME THOUSANDS OF TIMES BEFORE UNDER THAT ROOF IN EVERY BATH SEASON,8.64
44-207-0022,HOW WELL YOUR BROTHER DANCES WAS AN ARTLESS EXCLAMATION OF CATHERINE'S TOWARDS THE CLOSE OF THEIR CONVERSATION WHICH AT ONCE SURPRISED AND AMUSED HER COMPANION HENRY SHE REPLIED WITH A SMILE YES HE DOES DANCE VERY WELL,15.32
44-207-0023,HE MUST HAVE THOUGHT IT VERY ODD TO HEAR ME SAY I WAS ENGAGED THE OTHER EVENING WHEN HE SAW ME SITTING DOWN BUT I REALLY HAD BEEN ENGAGED THE WHOLE DAY TO MISTER THORPE MISS TILNEY COULD ONLY BOW,11.515
44-207-0024,HOW SURPRISED I WAS TO SEE HIM AGAIN I FELT SO SURE OF HIS BEING QUITE GONE AWAY,6.365
44-207-0025,HE CAME ONLY TO ENGAGE LODGINGS FOR US,3.13
44-207-0026,WAS NOT THE YOUNG LADY HE DANCED WITH ON MONDAY A MISS SMITH YES AN ACQUAINTANCE OF MISSUS HUGHES I DARE SAY SHE WAS VERY GLAD TO DANCE DO YOU THINK HER PRETTY NOT VERY,14.46
44-207-0027,HE NEVER COMES TO THE PUMP ROOM I SUPPOSE YES SOMETIMES BUT HE HAS RID OUT THIS MORNING WITH MY FATHER MISSUS HUGHES NOW JOINED THEM AND ASKED MISS TILNEY IF SHE WAS READY TO GO,11.75
44-207-0028,I HOPE I SHALL HAVE THE PLEASURE OF SEEING YOU AGAIN SOON SAID CATHERINE SHALL YOU BE AT THE COTILLION BALL TOMORROW PERHAPS WE YES I THINK WE CERTAINLY SHALL I AM GLAD OF IT FOR WE SHALL ALL BE THERE,15.23
44-207-0029,THIS CIVILITY WAS DULY RETURNED AND THEY PARTED ON MISS TILNEY'S SIDE WITH SOME KNOWLEDGE OF HER NEW ACQUAINTANCE'S FEELINGS AND ON CATHERINE'S WITHOUT THE SMALLEST CONSCIOUSNESS OF HAVING EXPLAINED THEM SHE WENT HOME VERY HAPPY,15.16
44-207-0030,THE MORNING HAD ANSWERED ALL HER HOPES AND THE EVENING OF THE FOLLOWING DAY WAS NOW THE OBJECT OF EXPECTATION THE FUTURE GOOD WHAT GOWN AND WHAT HEAD DRESS SHE SHOULD WEAR ON THE OCCASION BECAME HER CHIEF CONCERN,11.5
44-207-0031,SHE CANNOT BE JUSTIFIED IN IT DRESS IS AT ALL TIMES A FRIVOLOUS DISTINCTION AND EXCESSIVE SOLICITUDE ABOUT IT OFTEN DESTROYS ITS OWN AIM CATHERINE KNEW ALL THIS VERY WELL HER GREAT AUNT HAD READ HER A LECTURE ON THE SUBJECT ONLY THE CHRISTMAS BEFORE,16.37
44-207-0032,AND YET SHE LAY AWAKE TEN MINUTES ON WEDNESDAY NIGHT DEBATING BETWEEN HER SPOTTED AND HER TAMBOURED MUSLIN AND NOTHING BUT THE SHORTNESS OF THE TIME PREVENTED HER BUYING A NEW ONE FOR THE EVENING THIS WOULD HAVE BEEN AN ERROR IN JUDGMENT,15.275
44-207-0033,GREAT THOUGH NOT UNCOMMON FROM WHICH ONE OF THE OTHER SEX RATHER THAN HER OWN A BROTHER RATHER THAN A GREAT AUNT MIGHT HAVE WARNED HER,8.66
44-207-0034,WHAT IS COSTLY OR NEW IN THEIR ATTIRE HOW LITTLE IT IS BIASED BY THE TEXTURE OF THEIR MUSLIN AND HOW UNSUSCEPTIBLE OF PECULIAR TENDERNESS TOWARDS THE SPOTTED,13.3
44-207-0035,WOMAN IS FINE FOR HER OWN SATISFACTION ALONE NO MAN WILL ADMIRE HER THE MORE NO WOMAN WILL LIKE HER THE BETTER FOR IT,9.16
44-207-0036,NEATNESS AND FASHION ARE ENOUGH FOR THE FORMER AND A SOMETHING OF SHABBINESS OR IMPROPRIETY WILL BE MOST ENDEARING TO THE LATTER BUT NOT ONE OF THESE GRAVE REFLECTIONS TROUBLED THE TRANQUILLITY OF CATHERINE,13.855
44-207-0037,SHE ENTERED THE ROOMS ON THURSDAY EVENING WITH FEELINGS VERY DIFFERENT FROM WHAT HAD ATTENDED HER THITHER THE MONDAY BEFORE,6.84
44-207-0038,AND WAS NOW CHIEFLY ANXIOUS TO AVOID HIS SIGHT LEST HE SHOULD ENGAGE HER AGAIN FOR THOUGH SHE COULD NOT DARED NOT EXPECT THAT MISTER TILNEY SHOULD ASK HER A THIRD TIME TO DANCE,11.82
44-207-0039,HER WISHES HOPES AND PLANS ALL CENTRED IN NOTHING LESS EVERY YOUNG LADY MAY FEEL FOR MY HEROINE IN THIS CRITICAL MOMENT FOR EVERY YOUNG LADY HAS AT SOME TIME OR OTHER KNOWN THE SAME AGITATION,15.525
44-207-0040,ALL HAVE BEEN OR AT LEAST ALL HAVE BELIEVED THEMSELVES TO BE IN DANGER FROM THE PURSUIT OF SOMEONE WHOM THEY WISHED TO AVOID AND ALL HAVE BEEN ANXIOUS FOR THE ATTENTIONS OF SOMEONE WHOM THEY,15.27
44-207-0041,WISHED TO PLEASE AS SOON AS THEY WERE JOINED BY THE THORPES CATHERINE'S AGONY BEGAN SHE FIDGETED ABOUT IF JOHN THORPE CAME TOWARDS HER HID HERSELF AS MUCH AS POSSIBLE FROM HIS VIEW AND WHEN HE SPOKE TO HER PRETENDED NOT TO HEAR HIM,15.7
44-207-0042,THE COTILLIONS WERE OVER THE COUNTRY DANCING BEGINNING AND SHE SAW NOTHING OF THE TILNEYS DO NOT BE FRIGHTENED MY DEAR CATHERINE WHISPERED ISABELLA BUT I AM REALLY GOING TO DANCE WITH YOUR BROTHER AGAIN,13.475
44-207-0043,I DECLARE POSITIVELY IT IS QUITE SHOCKING I TELL HIM HE OUGHT TO BE ASHAMED OF HIMSELF BUT YOU AND JOHN MUST KEEP US IN COUNTENANCE MAKE HASTE MY DEAR CREATURE AND COME TO US JOHN IS JUST WALKED OFF BUT HE WILL BE BACK IN A MOMENT,16.325
44-207-0044,CATHERINE HAD NEITHER TIME NOR INCLINATION TO ANSWER THE OTHERS WALKED AWAY JOHN THORPE WAS STILL IN VIEW AND SHE GAVE HERSELF UP FOR LOST THAT SHE MIGHT NOT APPEAR HOWEVER TO OBSERVE OR EXPECT HIM,12.905
44-207-0045,SHE KEPT HER EYES INTENTLY FIXED ON HER FAN AND A SELF CONDEMNATION FOR HER FOLLY IN SUPPOSING THAT AMONG SUCH A CROWD THEY SHOULD EVEN MEET WITH THE TILNEYS IN ANY REASONABLE TIME HAD JUST PASSED THROUGH HER MIND WHEN SHE SUDDENLY FOUND HERSELF ADDRESSED,14.26
44-207-0046,AND AGAIN SOLICITED TO DANCE BY MISTER TILNEY HIMSELF WITH WHAT SPARKLING EYES AND READY MOTION SHE GRANTED HIS REQUEST AND WITH HOW PLEASING A FLUTTER OF HEART SHE WENT WITH HIM TO THE SET MAY BE EASILY IMAGINED,14.335
44-207-0047,TO ESCAPE AND AS SHE BELIEVED SO NARROWLY ESCAPE JOHN THORPE AND TO BE ASKED SO IMMEDIATELY ON HIS JOINING HER ASKED BY MISTER TILNEY AS IF HE HAD SOUGHT HER ON PURPOSE IT DID NOT APPEAR TO HER THAT LIFE COULD SUPPLY ANY GREATER FELICITY,15.285
44-207-0048,TILNEY HE REPEATED HUM I DO NOT KNOW HIM A GOOD FIGURE OF A MAN WELL PUT TOGETHER,6.65
44-207-0049,A FAMOUS CLEVER ANIMAL FOR THE ROAD ONLY FORTY GUINEAS I HAD FIFTY MINDS TO BUY IT MYSELF,6.25
44-207-0050,BUT IT WOULD NOT ANSWER MY PURPOSE IT WOULD NOT DO FOR THE FIELD I WOULD GIVE ANY MONEY FOR A REAL GOOD HUNTER I HAVE THREE NOW THE BEST THAT EVER WERE BACKED I WOULD NOT TAKE EIGHT HUNDRED GUINEAS FOR THEM,12.305
44-207-0051,THIS WAS THE LAST SENTENCE BY WHICH HE COULD WEARY CATHERINE'S ATTENTION FOR HE WAS JUST THEN BORNE OFF BY THE RESISTLESS PRESSURE OF A LONG STRING OF PASSING LADIES HER PARTNER NOW DREW NEAR AND SAID,13.51
44-207-0052,THAT GENTLEMAN WOULD HAVE PUT ME OUT OF PATIENCE HAD HE STAYED WITH YOU HALF A MINUTE LONGER HE HAS NO BUSINESS TO WITHDRAW THE ATTENTION OF MY PARTNER FROM ME WE HAVE ENTERED INTO A CONTRACT OF MUTUAL AGREEABLENESS FOR THE SPACE OF AN EVENING,13.935
44-207-0053,AND ALL OUR AGREEABLENESS BELONGS SOLELY TO EACH OTHER FOR THAT TIME NOBODY CAN FASTEN THEMSELVES ON THE NOTICE OF ONE WITHOUT INJURING THE RIGHTS OF THE OTHER I CONSIDER A COUNTRY DANCE AS AN EMBLEM OF MARRIAGE,12.515
44-207-0054,FIDELITY AND COMPLAISANCE ARE THE PRINCIPAL DUTIES OF BOTH AND THOSE MEN WHO DO NOT CHOOSE TO DANCE OR MARRY THEMSELVES HAVE NO BUSINESS WITH THE PARTNERS OR WIVES OF THEIR NEIGHBOURS BUT THEY ARE SUCH VERY DIFFERENT THINGS,13.705
44-207-0055,THAT YOU THINK THEY CANNOT BE COMPARED TOGETHER TO BE SURE NOT PEOPLE THAT MARRY CAN NEVER PART BUT MUST GO AND KEEP HOUSE TOGETHER PEOPLE THAT DANCE ONLY STAND OPPOSITE EACH OTHER IN A LONG ROOM FOR HALF AN HOUR,13.755
44-207-0056,AND SUCH IS YOUR DEFINITION OF MATRIMONY AND DANCING TAKEN IN THAT LIGHT CERTAINLY THEIR RESEMBLANCE IS NOT STRIKING BUT I THINK I COULD PLACE THEM IN SUCH A VIEW YOU WILL ALLOW THAT IN BOTH MAN HAS THE ADVANTAGE OF CHOICE WOMAN ONLY THE POWER OF REFUSAL,16.57
44-207-0057,THAT IN BOTH IT IS AN ENGAGEMENT BETWEEN MAN AND WOMAN FORMED FOR THE ADVANTAGE OF EACH AND THAT WHEN ONCE ENTERED INTO THEY BELONG EXCLUSIVELY TO EACH OTHER TILL THE MOMENT OF ITS DISSOLUTION THAT IT IS THEIR DUTY,13.775
44-207-0058,EACH TO ENDEAVOUR TO GIVE THE OTHER NO CAUSE FOR WISHING THAT HE OR SHE HAD BESTOWED THEMSELVES ELSEWHERE AND THEIR BEST INTEREST TO KEEP THEIR OWN IMAGINATIONS FROM WANDERING TOWARDS THE PERFECTIONS OF THEIR NEIGHBOURS,12.265
44-207-0059,YOU WILL ALLOW ALL THIS YES TO BE SURE AS YOU STATE IT ALL THIS SOUNDS VERY WELL BUT STILL THEY ARE SO VERY DIFFERENT I CANNOT LOOK UPON THEM AT ALL IN THE SAME LIGHT NOR THINK THE SAME DUTIES BELONG TO THEM IN ONE RESPECT THERE CERTAINLY IS A DIFFERENCE,16.585
44-207-0060,IN MARRIAGE THE MAN IS SUPPOSED TO PROVIDE FOR THE SUPPORT OF THE WOMAN THE WOMAN TO MAKE THE HOME AGREEABLE TO THE MAN HE IS TO PURVEY AND SHE IS TO SMILE BUT IN DANCING THEIR DUTIES ARE EXACTLY CHANGED,14.365
44-207-0061,THE AGREEABLENESS THE COMPLIANCE ARE EXPECTED FROM HIM WHILE SHE FURNISHES THE FAN AND THE LAVENDER WATER THAT I SUPPOSE WAS THE DIFFERENCE OF DUTIES WHICH STRUCK YOU AS RENDERING THE CONDITIONS INCAPABLE OF COMPARISON,14.18
44-207-0062,NO INDEED I NEVER THOUGHT OF THAT THEN I AM QUITE AT A LOSS ONE THING HOWEVER I MUST OBSERVE THIS DISPOSITION ON YOUR SIDE IS RATHER ALARMING,10.695
44-207-0063,YOU TOTALLY DISALLOW ANY SIMILARITY IN THE OBLIGATIONS AND MAY I NOT THENCE INFER THAT YOUR NOTIONS OF THE DUTIES OF THE DANCING STATE ARE NOT SO STRICT AS YOUR PARTNER MIGHT WISH HAVE I NOT REASON TO FEAR THAT IF THE GENTLEMAN WHO SPOKE TO YOU JUST NOW WERE TO RETURN,15.71
44-207-0064,MISTER THORPE IS SUCH A VERY PARTICULAR FRIEND OF MY BROTHER'S THAT IF HE TALKS TO ME I MUST TALK TO HIM AGAIN BUT THERE ARE HARDLY THREE YOUNG MEN IN THE ROOM BESIDES HIM THAT I HAVE ANY ACQUAINTANCE WITH AND IS THAT TO BE MY ONLY SECURITY ALAS ALAS,14.455
44-207-0065,FOR IF I DO NOT KNOW ANYBODY IT IS IMPOSSIBLE FOR ME TO TALK TO THEM AND BESIDES I DO NOT WANT TO TALK TO ANYBODY NOW YOU HAVE GIVEN ME A SECURITY WORTH HAVING AND I SHALL PROCEED WITH COURAGE,13.125
44-207-0066,DO YOU FIND BATH AS AGREEABLE AS WHEN I HAD THE HONOUR OF MAKING THE INQUIRY BEFORE YES QUITE MORE SO INDEED MORE SO TAKE CARE OR YOU WILL FORGET TO BE TIRED OF IT AT THE PROPER TIME YOU OUGHT TO BE TIRED AT THE END OF SIX WEEKS,15.985
44-207-0067,I DO NOT THINK I SHOULD BE TIRED IF I WERE TO STAY HERE SIX MONTHS BATH COMPARED WITH LONDON HAS LITTLE VARIETY AND SO EVERYBODY FINDS OUT EVERY YEAR FOR SIX WEEKS I ALLOW BATH IS PLEASANT ENOUGH BUT BEYOND THAT IT IS THE MOST TIRESOME PLACE IN THE WORLD,15.445
44-207-0068,WELL OTHER PEOPLE MUST JUDGE FOR THEMSELVES AND THOSE WHO GO TO LONDON MAY THINK NOTHING OF BATH BUT I WHO LIVE IN A SMALL RETIRED VILLAGE IN THE COUNTRY CAN NEVER FIND GREATER SAMENESS IN SUCH A PLACE AS THIS THAN IN MY OWN HOME,12.99
44-207-0069,WHICH I CAN KNOW NOTHING OF THERE YOU ARE NOT FOND OF THE COUNTRY YES I AM I HAVE ALWAYS LIVED THERE AND ALWAYS BEEN VERY HAPPY,8.87
44-207-0070,ONE DAY IN THE COUNTRY IS EXACTLY LIKE ANOTHER BUT THEN YOU SPEND YOUR TIME SO MUCH MORE RATIONALLY IN THE COUNTRY DO I DO YOU NOT I DO NOT BELIEVE THERE IS MUCH DIFFERENCE HERE YOU ARE IN PURSUIT ONLY OF AMUSEMENT ALL DAY LONG,16.245
44-207-0071,AND SO I AM AT HOME ONLY I DO NOT FIND SO MUCH OF IT I WALK ABOUT HERE AND SO I DO THERE BUT HERE I SEE A VARIETY OF PEOPLE IN EVERY STREET AND THERE I CAN ONLY GO AND CALL ON MISSUS ALLEN,13.09
44-207-0072,MISTER TILNEY WAS VERY MUCH AMUSED ONLY GO AND CALL ON MISSUS ALLEN HE REPEATED WHAT A PICTURE OF INTELLECTUAL POVERTY HOWEVER WHEN YOU SINK INTO THIS ABYSS AGAIN YOU WILL HAVE MORE TO SAY,13.17
44-207-0073,OH YES I SHALL NEVER BE IN WANT OF SOMETHING TO TALK OF AGAIN TO MISSUS ALLEN OR ANYBODY ELSE I REALLY BELIEVE I SHALL ALWAYS BE TALKING OF BATH WHEN I AM AT HOME AGAIN,10.705
44-207-0074,I DO LIKE IT SO VERY MUCH IF I COULD BUT HAVE PAPA AND MAMMA AND THE REST OF THEM HERE I SUPPOSE I SHOULD BE TOO HAPPY JAMES'S COMING MY ELDEST BROTHER IS QUITE DELIGHTFUL,12.245
44-207-0075,AND ESPECIALLY AS IT TURNS OUT THAT THE VERY FAMILY WE ARE JUST GOT SO INTIMATE WITH ARE HIS INTIMATE FRIENDS ALREADY OH WHO CAN EVER BE TIRED OF BATH NOT THOSE WHO BRING SUCH FRESH FEELINGS OF EVERY SORT TO IT AS YOU DO,14.03
44-207-0076,AND THE HONEST RELISH OF BALLS AND PLAYS AND EVERYDAY SIGHTS IS PAST WITH THEM HERE THEIR CONVERSATION CLOSED THE DEMANDS OF THE DANCE BECOMING NOW TOO IMPORTUNATE FOR A DIVIDED ATTENTION,12.8
44-207-0077,SOON AFTER THEIR REACHING THE BOTTOM OF THE SET CATHERINE PERCEIVED HERSELF TO BE EARNESTLY REGARDED BY A GENTLEMAN WHO STOOD AMONG THE LOOKERS ON IMMEDIATELY BEHIND HER PARTNER,10.1449375
44-207-0078,OF A COMMANDING ASPECT PAST THE BLOOM BUT NOT PAST THE VIGOUR OF LIFE AND WITH HIS EYE STILL DIRECTED TOWARDS HER SHE SAW HIM PRESENTLY ADDRESS MISTER TILNEY IN A FAMILIAR WHISPER,12.005
44-207-0079,CONFUSED BY HIS NOTICE AND BLUSHING FROM THE FEAR OF ITS BEING EXCITED BY SOMETHING WRONG IN HER APPEARANCE SHE TURNED AWAY HER HEAD,8.03
44-207-0080,I SEE THAT YOU GUESS WHAT I HAVE JUST BEEN ASKED THAT GENTLEMAN KNOWS YOUR NAME AND YOU HAVE A RIGHT TO KNOW HIS IT IS GENERAL TILNEY MY FATHER CATHERINE'S ANSWER WAS ONLY OH BUT IT WAS AN OH EXPRESSING EVERYTHING NEEDFUL,14.25
44-207-0081,ATTENTION TO HIS WORDS AND PERFECT RELIANCE ON THEIR TRUTH WITH REAL INTEREST AND STRONG ADMIRATION DID HER EYE NOW FOLLOW THE GENERAL AS HE MOVED THROUGH THE CROWD AND HOW HANDSOME A FAMILY THEY ARE WAS HER SECRET REMARK,13.67
44-207-0082,IN CHATTING WITH MISS TILNEY BEFORE THE EVENING CONCLUDED A NEW SOURCE OF FELICITY AROSE TO HER SHE HAD NEVER TAKEN A COUNTRY WALK SINCE HER ARRIVAL IN BATH MISS TILNEY TO WHOM ALL THE COMMONLY FREQUENTED ENVIRONS WERE FAMILIAR,13.495
44-207-0083,SPOKE OF THEM IN TERMS WHICH MADE HER ALL EAGERNESS TO KNOW THEM TOO AND ON HER OPENLY FEARING THAT SHE MIGHT FIND NOBODY TO GO WITH HER IT WAS PROPOSED BY THE BROTHER AND SISTER THAT THEY SHOULD JOIN IN A WALK SOME MORNING OR OTHER I SHALL LIKE IT SHE CRIED,14.74
44-207-0084,AND DO NOT LET US PUT IT OFF LET US GO TOMORROW THIS WAS READILY AGREED TO WITH ONLY A PROVISO OF MISS TILNEY'S THAT IT DID NOT RAIN WHICH CATHERINE WAS SURE IT WOULD NOT AT TWELVE O'CLOCK THEY WERE TO CALL FOR HER IN PULTENEY STREET AND REMEMBER,14.765
44-207-0085,TWELVE O'CLOCK WAS HER PARTING SPEECH TO HER NEW FRIEND OF HER OTHER HER OLDER HER MORE ESTABLISHED FRIEND ISABELLA OF WHOSE FIDELITY AND WORTH SHE HAD ENJOYED A FORTNIGHT'S EXPERIENCE SHE SCARCELY SAW ANYTHING DURING THE EVENING,13.73
45-121050-0000,GENTLEMEN SAID THE COUNT OF MONTE CRISTO AS HE ENTERED I PRAY YOU EXCUSE ME FOR SUFFERING MY VISIT TO BE ANTICIPATED BUT I FEARED TO DISTURB YOU BY PRESENTING MYSELF EARLIER AT YOUR APARTMENTS,11.625
45-121050-0001,FRANZ AND I HAVE TO THANK YOU A THOUSAND TIMES COUNT RETURNED ALBERT YOU EXTRICATED US FROM A GREAT DILEMMA AND WE WERE ON THE POINT OF INVENTING A VERY FANTASTIC VEHICLE WHEN YOUR FRIENDLY INVITATION REACHED US INDEED RETURNED THE COUNT,14.225
45-121050-0002,IT WAS THE FAULT OF THAT BLOCKHEAD PASTRINI THAT I DID NOT SOONER ASSIST YOU IN YOUR DISTRESS HE DID NOT MENTION A SYLLABLE OF YOUR EMBARRASSMENT TO ME WHEN HE KNOWS THAT ALONE AND ISOLATED AS I AM I SEEK EVERY OPPORTUNITY OF MAKING THE ACQUAINTANCE OF MY NEIGHBORS,15.0
45-121050-0003,AS SOON AS I LEARNED I COULD IN ANY WAY ASSIST YOU I MOST EAGERLY SEIZED THE OPPORTUNITY OF OFFERING MY SERVICES THE TWO YOUNG MEN BOWED FRANZ HAD AS YET FOUND NOTHING TO SAY,11.75
45-121050-0004,HE HAD COME TO NO DETERMINATION AND AS NOTHING IN THE COUNT'S MANNER MANIFESTED THE WISH THAT HE SHOULD RECOGNIZE HIM HE DID NOT KNOW WHETHER TO MAKE ANY ALLUSION TO THE PAST OR WAIT UNTIL HE HAD MORE PROOF,11.345
45-121050-0005,BESIDES ALTHOUGH SURE IT WAS HE WHO HAD BEEN IN THE BOX THE PREVIOUS EVENING HE COULD NOT BE EQUALLY POSITIVE,5.92
45-121050-0006,MOREOVER HE HAD THIS ADVANTAGE HE WAS MASTER OF THE COUNT'S SECRET WHILE THE COUNT HAD NO HOLD ON FRANZ WHO HAD NOTHING TO CONCEAL HOWEVER HE RESOLVED TO LEAD THE CONVERSATION TO A SUBJECT WHICH MIGHT POSSIBLY CLEAR UP HIS DOUBTS,13.705
45-121050-0007,COUNT SAID HE YOU HAVE OFFERED US PLACES IN YOUR CARRIAGE AND AT YOUR WINDOWS IN THE ROSPOLI PALACE CAN YOU TELL US WHERE WE CAN OBTAIN A SIGHT OF THE PIAZZA DEL POPOLO AH SAID THE COUNT NEGLIGENTLY LOOKING ATTENTIVELY AT MORCERF,14.3
45-121050-0008,IS THERE NOT SOMETHING LIKE AN EXECUTION UPON THE PIAZZA DEL POPOLO YES RETURNED FRANZ FINDING THAT THE COUNT WAS COMING TO THE POINT HE WISHED,8.405
45-121050-0009,HE EXTENDED HIS HAND AND RANG THE BELL THRICE DID YOU EVER OCCUPY YOURSELF SAID HE TO FRANZ,6.04
45-121050-0010,I HAVE WHEN I RING ONCE IT IS FOR MY VALET TWICE FOR MY MAJORDOMO THRICE FOR MY STEWARD THUS I DO NOT WASTE A MINUTE OR A WORD HERE HE IS,10.485
45-121050-0011,BUT HE DID NOT APPEAR TO RECOGNIZE HIM IT WAS EVIDENT HE HAD HIS ORDERS MONSIEUR BERTUCCIO SAID THE COUNT YOU HAVE PROCURED ME WINDOWS LOOKING ON THE PIAZZA DEL POPOLO AS I ORDERED YOU YESTERDAY,12.345
45-121050-0012,BUT IT WAS VERY LATE DID I NOT TELL YOU I WISHED FOR ONE REPLIED THE COUNT FROWNING AND YOUR EXCELLENCY HAS ONE WHICH WAS LET TO PRINCE LOBANIEFF BUT I WAS OBLIGED TO PAY A HUNDRED,11.265
45-121050-0013,THAT WILL DO THAT WILL DO MONSIEUR BERTUCCIO SPARE THESE GENTLEMEN ALL SUCH DOMESTIC ARRANGEMENTS YOU HAVE THE WINDOW THAT IS SUFFICIENT GIVE ORDERS TO THE COACHMAN AND BE IN READINESS ON THE STAIRS TO CONDUCT US TO IT THE STEWARD BOWED AND WAS ABOUT TO QUIT THE ROOM,15.515
45-121050-0014,AH CONTINUED THE COUNT BE GOOD ENOUGH TO ASK PASTRINI IF HE HAS RECEIVED THE TAVOLETTA AND IF HE CAN SEND US AN ACCOUNT OF THE EXECUTION,7.68
45-121050-0015,THESE GENTLEMEN ADDED HE TURNING TO THE TWO FRIENDS WILL I TRUST DO ME THE HONOR TO BREAKFAST WITH ME BUT MY DEAR COUNT SAID ALBERT WE SHALL ABUSE YOUR KINDNESS NOT AT ALL ON THE CONTRARY YOU WILL GIVE ME GREAT PLEASURE,14.54
45-121050-0016,YOU WILL ONE OR OTHER OF YOU PERHAPS BOTH RETURN IT TO ME AT PARIS,4.495
45-121050-0017,WE ANNOUNCE HE READ IN THE SAME TONE WITH WHICH HE WOULD HAVE READ A NEWSPAPER,4.22
45-121050-0018,ANDREA RONDOLO GUILTY OF MURDER ON THE PERSON OF THE RESPECTED AND VENERATED DON CESARE TORLINI CANON OF THE CHURCH OF SAINT JOHN LATERAN AND PEPPINO CALLED ROCCA PRIORI CONVICTED OF COMPLICITY,13.88
45-121050-0019,WITH THE DETESTABLE BANDIT LUIGI VAMPA AND THE MEN OF HIS BAND HUM THE FIRST WILL BE MAZZOLATO THE SECOND DECAPITATO YES CONTINUED THE COUNT IT WAS AT FIRST ARRANGED IN THIS WAY,13.13
45-121050-0020,BUT I THINK SINCE YESTERDAY SOME CHANGE HAS TAKEN PLACE IN THE ORDER OF THE CEREMONY REALLY SAID FRANZ,6.73
45-121050-0021,AND THERE MENTION WAS MADE OF SOMETHING LIKE A PARDON FOR ONE OF THE TWO MEN FOR ANDREA RONDOLO ASKED FRANZ NO REPLIED THE COUNT CARELESSLY FOR THE OTHER HE GLANCED AT THE TABLETS AS IF TO RECALL THE NAME FOR PEPPINO CALLED ROCCA PRIORI,14.795
45-121050-0022,AND EVEN THE SECOND WHILE THE OTHER AS YOU MUST KNOW IS VERY SIMPLE THE MANDAIA NEVER FAILS NEVER TREMBLES NEVER STRIKES THIRTY TIMES INEFFECTUALLY,9.28
45-121050-0023,AND TO WHOSE TENDER MERCY RICHELIEU HAD DOUBTLESS RECOMMENDED THE SUFFERER AH ADDED THE COUNT IN A CONTEMPTUOUS TONE,6.795
45-121050-0024,THERE ARE AT LEAST FEW THAT I HAVE NOT SEEN SAID THE COUNT COLDLY AND YOU TOOK PLEASURE IN BEHOLDING THESE DREADFUL SPECTACLES MY FIRST SENTIMENT WAS HORROR THE SECOND INDIFFERENCE THE THIRD CURIOSITY,14.38
45-121050-0025,CURIOSITY THAT IS A TERRIBLE WORD WHY SO IN LIFE OUR GREATEST PREOCCUPATION IS DEATH IS IT NOT THEN CURIOUS TO STUDY THE DIFFERENT WAYS BY WHICH THE SOUL AND BODY CAN PART,14.07
45-121050-0026,AND HOW ACCORDING TO THEIR DIFFERENT CHARACTERS TEMPERAMENTS AND EVEN THE DIFFERENT CUSTOMS OF THEIR COUNTRIES DIFFERENT PERSONS BEAR THE TRANSITION FROM LIFE TO DEATH FROM EXISTENCE TO ANNIHILATION AS FOR MYSELF I CAN ASSURE YOU OF ONE THING,13.81
45-121050-0027,THE MORE MEN YOU SEE DIE THE EASIER IT BECOMES TO DIE YOURSELF,3.83
45-121050-0028,BUT IT IS NOT AN EXPIATION I DO NOT QUITE UNDERSTAND YOU REPLIED FRANZ PRAY EXPLAIN YOUR MEANING FOR YOU EXCITE MY CURIOSITY TO THE HIGHEST PITCH,10.99
45-121050-0029,LISTEN SAID THE COUNT AND DEEP HATRED MOUNTED TO HIS FACE AS THE BLOOD WOULD TO THE FACE OF ANY OTHER IF A MAN HAD BY UNHEARD OF AND EXCRUCIATING TORTURES DESTROYED YOUR FATHER YOUR MOTHER YOUR BETROTHED A,13.52
45-121050-0030,A WOUND THAT NEVER CLOSES IN YOUR BREAST DO YOU THINK THE REPARATION THAT SOCIETY GIVES YOU IS SUFFICIENT,6.915
45-121050-0031,TO ESCAPE WITH A FEW MOMENTS OF PHYSICAL PAIN YES I KNOW SAID FRANZ THAT HUMAN JUSTICE IS INSUFFICIENT TO CONSOLE US SHE CAN GIVE BLOOD IN RETURN FOR BLOOD THAT IS ALL BUT YOU MUST DEMAND FROM HER ONLY WHAT IT IS IN HER POWER TO GRANT,16.04
